epoch,train_loss,train_acc,val_loss,val_acc
1,2.4603298800332207,0.32476190476190475,1.8223551330112275,0.45714285714285713
2,1.2211183411734445,0.6390476190476191,1.0224740085147677,0.680952380952381
3,0.720939386288325,0.7838095238095238,0.9045451516196841,0.7476190476190476
4,0.5415681145872389,0.8314285714285714,0.8402917101269677,0.7333333333333333
5,0.4033411418823969,0.8771428571428571,0.8172411123911539,0.7523809523809524
6,0.31042800457704633,0.9057142857142857,0.7849025243804568,0.7619047619047619
7,0.322118041458584,0.9047619047619048,0.7291110407738458,0.7904761904761904
8,0.2480144679546356,0.9304761904761905,0.6813967398234776,0.8047619047619048
9,0.212648458140237,0.9542857142857143,0.6877626731282189,0.8047619047619048
10,0.2295895480541956,0.9504761904761905,0.687086956841605,0.8047619047619048
