epoch,train_loss,train_acc,val_loss,val_acc
1,0.9663382067022356,0.7106274007682458,0.5295878260031991,0.8199728260869565
2,0.4111659302310191,0.8617157490396927,0.43929686494495557,0.8614130434782609
3,0.3020107479773166,0.8987312303573507,0.34836882482404297,0.8858695652173914
4,0.24404207689286722,0.9149109533232452,0.3725874981154566,0.875
5,0.20326158359773416,0.9327202886741939,0.3295234454714734,0.8974184782608695
6,0.15987378760596438,0.9442439762542195,0.3086571861868319,0.9089673913043478
7,0.1410608552630456,0.9526248399487837,0.3570377243601758,0.9014945652173914
8,0.12009009184146036,0.9599580956815272,0.2916757140470588,0.9130434782608695
9,0.11253904358650473,0.9628681177976952,0.2915883789891782,0.9150815217391305
10,0.09905935625446272,0.9670585496449773,0.2831348478794098,0.9184782608695652
