epoch,train_loss,train_acc,val_loss,val_acc
1,2.353808019274757,0.32285714285714284,1.3777321543012346,0.580952380952381
2,0.9454100849514916,0.7038095238095238,1.3078776632036482,0.6190476190476191
3,0.7086476201102847,0.780952380952381,1.1177737451734997,0.6904761904761905
4,0.46122396503176005,0.8533333333333334,1.034020833742051,0.7238095238095238
5,0.32725904728685107,0.8885714285714286,0.8877862215042114,0.7380952380952381
6,0.24021004847117833,0.9342857142857143,0.8388734397434053,0.8
7,0.22483434364909216,0.9304761904761905,0.7639449051448277,0.7857142857142857
8,0.15929235259691873,0.9571428571428572,0.7450917198544457,0.7904761904761904
9,0.14712589028335754,0.9628571428571429,0.7385269988150823,0.7952380952380952
10,0.1313503809202285,0.9676190476190476,0.7314944744110108,0.7904761904761904
